name,email,industry,message,label,rule_label,ai_label,final_label
Charlie Johnson,charlie.johnson8@example.com,Retail,Please send me the proposal ASAP,Hot
Frank Garcia,frank.garcia9@example.com,Healthcare,Maybe in the future I will contact you,Cold
Hank Miller,hank.miller10@example.com,Healthcare,I am just curious about your offerings,Cold
Jack Miller,jack.miller11@example.com,Education,"Maybe later, still evaluating options",Warm
Frank Taylor,frank.taylor12@example.com,Consulting,I'm interested but need more details,Warm
Bob Taylor,bob.taylor13@example.com,Education,Can you share pricing information?,Warm
Eve Miller,eve.miller14@example.com,Tech,Not looking for services currently,Cold
Diana Miller,diana.miller15@example.com,Finance,I am just curious about your offerings,Cold
Grace Jones,grace.jones16@example.com,Retail,I'm interested but need more details,Warm
Bob Williams,bob.williams17@example.com,Retail,I'm interested but need more details,Warm
Diana Wilson,diana.wilson18@example.com,Finance,Can you share pricing information?,Warm
Hank Williams,hank.williams19@example.com,Healthcare,Looking for information about your services,Warm
Hank Garcia,hank.garcia20@example.com,Consulting,I'm interested but need more details,Warm
Hank Miller,hank.miller21@example.com,Consulting,No immediate plans to buy,Cold
Grace Davis,grace.davis22@example.com,Education,Looking for information about your services,Warm
Charlie Johnson,charlie.johnson23@example.com,Education,I'm interested but need more details,Warm
Grace Brown,grace.brown24@example.com,Finance,I need a quote for our project,Hot
Grace Garcia,grace.garcia25@example.com,Retail,Not looking for services currently,Cold
Bob Miller,bob.miller26@example.com,Retail,No immediate plans to buy,Cold
Hank Taylor,hank.taylor27@example.com,Tech,We are ready to purchase now,Hot
Ivy Johnson,ivy.johnson28@example.com,Education,Could you send me a brochure?,Warm
Diana Jones,diana.jones29@example.com,Finance,I need a quote for our project,Hot
Jack Davis,jack.davis30@example.com,Tech,We are ready to purchase now,Hot
Ivy Jones,ivy.jones31@example.com,Tech,Not looking for services currently,Cold
Frank Smith,frank.smith32@example.com,Healthcare,Looking for information about your services,Warm
Eve Smith,eve.smith33@example.com,Finance,I need a quote for our project,Hot
Bob Smith,bob.smith34@example.com,Healthcare,Can you share pricing information?,Warm
Frank Taylor,frank.taylor35@example.com,Tech,"Maybe later, still evaluating options",Warm
Jack Wilson,jack.wilson36@example.com,Education,Looking for information about your services,Warm
Grace Miller,grace.miller37@example.com,Tech,Could you send me a brochure?,Warm
Ivy Johnson,ivy.johnson38@example.com,Retail,Can you share pricing information?,Warm
Eve Brown,eve.brown39@example.com,Consulting,Not looking for services currently,Cold
Hank Williams,hank.williams40@example.com,Tech,I am just curious about your offerings,Cold
Grace Jones,grace.jones41@example.com,Tech,I am just curious about your offerings,Cold
Alice Davis,alice.davis42@example.com,Healthcare,I'm interested but need more details,Warm
Alice Brown,alice.brown43@example.com,Finance,Not looking for services currently,Cold
Diana Smith,diana.smith44@example.com,Retail,Maybe in the future I will contact you,Cold
Eve Smith,eve.smith45@example.com,Finance,Maybe in the future I will contact you,Cold
Bob Jones,bob.jones46@example.com,Healthcare,I am just curious about your offerings,Cold
Bob Brown,bob.brown47@example.com,Consulting,I need a quote for our project,Hot
Hank Wilson,hank.wilson48@example.com,Education,Maybe in the future I will contact you,Cold
Frank Garcia,frank.garcia49@example.com,Healthcare,No immediate plans to buy,Cold
Diana Garcia,diana.garcia50@example.com,Retail,"Maybe later, still evaluating options",Warm
Charlie Johnson,charlie.johnson51@example.com,Tech,Maybe in the future I will contact you,Cold
Grace Johnson,grace.johnson52@example.com,Finance,I need a quote for our project,Hot
Frank Davis,frank.davis53@example.com,Retail,Just browsing your website,Cold
Jack Miller,jack.miller54@example.com,Retail,Just browsing your website,Cold
Hank Smith,hank.smith55@example.com,Retail,Please send me the proposal ASAP,Hot
Eve Davis,eve.davis56@example.com,Consulting,I want a demo for enterprise solution,Hot
Bob Wilson,bob.wilson57@example.com,Healthcare,"Maybe later, still evaluating options",Warm
Bob Brown,bob.brown58@example.com,Marketing,Not looking for services currently,Cold
Grace Taylor,grace.taylor59@example.com,Finance,Looking to hire your services immediately,Hot
Hank Davis,hank.davis60@example.com,Retail,Not looking for services currently,Cold
Eve Johnson,eve.johnson61@example.com,Retail,I am just curious about your offerings,Cold
Frank Brown,frank.brown62@example.com,Marketing,Not looking for services currently,Cold
Hank Jones,hank.jones63@example.com,Finance,Just browsing your website,Cold
Bob Brown,bob.brown64@example.com,Tech,Maybe in the future I will contact you,Cold
Grace Miller,grace.miller65@example.com,Marketing,No immediate plans to buy,Cold
Alice Taylor,alice.taylor66@example.com,Consulting,I am just curious about your offerings,Cold
Ivy Garcia,ivy.garcia67@example.com,Tech,I am just curious about your offerings,Cold
Charlie Wilson,charlie.wilson68@example.com,Healthcare,No immediate plans to buy,Cold
Hank Brown,hank.brown69@example.com,Retail,Not looking for services currently,Cold
Diana Brown,diana.brown70@example.com,Marketing,Just browsing your website,Cold
Frank Miller,frank.miller71@example.com,Healthcare,Looking to hire your services immediately,Hot
Frank Davis,frank.davis72@example.com,Consulting,Schedule a meeting to discuss the order,Hot
Bob Taylor,bob.taylor73@example.com,Tech,Could you send me a brochure?,Warm
Hank Taylor,hank.taylor74@example.com,Consulting,No immediate plans to buy,Cold
Bob Garcia,bob.garcia75@example.com,Healthcare,Could you send me a brochure?,Warm
Jack Garcia,jack.garcia76@example.com,Consulting,I am just curious about your offerings,Cold
Jack Smith,jack.smith77@example.com,Marketing,Not looking for services currently,Cold
Frank Brown,frank.brown78@example.com,Finance,I want a demo for enterprise solution,Hot
Ivy Wilson,ivy.wilson79@example.com,Consulting,"Maybe later, still evaluating options",Warm
Frank Jones,frank.jones80@example.com,Consulting,I'm interested but need more details,Warm
Eve Wilson,eve.wilson81@example.com,Retail,Can you share pricing information?,Warm
Jack Wilson,jack.wilson82@example.com,Education,Just browsing your website,Cold
Jack Taylor,jack.taylor83@example.com,Education,No immediate plans to buy,Cold
Bob Wilson,bob.wilson84@example.com,Marketing,Could you send me a brochure?,Warm
Charlie Johnson,charlie.johnson85@example.com,Healthcare,Please send me the proposal ASAP,Hot
Alice Jones,alice.jones86@example.com,Education,"Maybe later, still evaluating options",Warm
Ivy Garcia,ivy.garcia87@example.com,Retail,Looking for information about your services,Warm
Eve Wilson,eve.wilson88@example.com,Healthcare,Maybe in the future I will contact you,Cold
Charlie Jones,charlie.jones89@example.com,Consulting,I am just curious about your offerings,Cold
Hank Miller,hank.miller90@example.com,Tech,Maybe in the future I will contact you,Cold
Alice Brown,alice.brown91@example.com,Consulting,No immediate plans to buy,Cold
Charlie Taylor,charlie.taylor92@example.com,Marketing,I'm interested but need more details,Warm
Ivy Wilson,ivy.wilson93@example.com,Finance,I want a demo for enterprise solution,Hot
Ivy Garcia,ivy.garcia94@example.com,Finance,Can you share pricing information?,Warm
Eve Williams,eve.williams95@example.com,Marketing,Can you share pricing information?,Warm
Frank Wilson,frank.wilson96@example.com,Finance,Not looking for services currently,Cold
Ivy Jones,ivy.jones97@example.com,Education,Just browsing your website,Cold
Eve Johnson,eve.johnson98@example.com,Consulting,Maybe in the future I will contact you,Cold
Eve Davis,eve.davis99@example.com,Finance,Looking to hire your services immediately,Hot
Alice Wilson,alice.wilson100@example.com,Healthcare,Not looking for services currently,Cold
Ivy Johnson,ivy.johnson101@example.com,Retail,We are ready to purchase now,Hot
Frank Brown,frank.brown102@example.com,Healthcare,Could you send me a brochure?,Warm
Eve Garcia,eve.garcia103@example.com,Marketing,Looking for information about your services,Warm
Alice Davis,alice.davis104@example.com,Finance,No immediate plans to buy,Cold
Diana Garcia,diana.garcia105@example.com,Retail,I'm interested but need more details,Warm
Ivy Johnson,ivy.johnson106@example.com,Tech,Not looking for services currently,Cold
Ivy Brown,ivy.brown107@example.com,Tech,Just browsing your website,Cold
Charlie Taylor,charlie.taylor108@example.com,Healthcare,"Maybe later, still evaluating options",Warm
Jack Jones,jack.jones109@example.com,Finance,Not looking for services currently,Cold
Jack Wilson,jack.wilson110@example.com,Tech,We are ready to purchase now,Hot
Eve Miller,eve.miller111@example.com,Finance,I am just curious about your offerings,Cold
Bob Smith,bob.smith112@example.com,Retail,No immediate plans to buy,Cold
Ivy Brown,ivy.brown113@example.com,Education,I am just curious about your offerings,Cold
Jack Jones,jack.jones114@example.com,Tech,Not looking for services currently,Cold
Grace Wilson,grace.wilson115@example.com,Healthcare,"Maybe later, still evaluating options",Warm
Bob Taylor,bob.taylor116@example.com,Tech,Not looking for services currently,Cold
Ivy Johnson,ivy.johnson117@example.com,Retail,Could you send me a brochure?,Warm
Frank Brown,frank.brown118@example.com,Retail,Please send me the proposal ASAP,Hot
Hank Brown,hank.brown119@example.com,Tech,Could you send me a brochure?,Warm
Charlie Garcia,charlie.garcia120@example.com,Finance,"Maybe later, still evaluating options",Warm
Grace Wilson,grace.wilson121@example.com,Finance,I am just curious about your offerings,Cold
Hank Davis,hank.davis122@example.com,Marketing,Can you share pricing information?,Warm
Eve Williams,eve.williams123@example.com,Marketing,Just browsing your website,Cold
Alice Taylor,alice.taylor124@example.com,Tech,Not looking for services currently,Cold
Ivy Davis,ivy.davis125@example.com,Education,Looking for information about your services,Warm
Ivy Williams,ivy.williams126@example.com,Tech,Just browsing your website,Cold
Diana Jones,diana.jones127@example.com,Consulting,No immediate plans to buy,Cold
Frank Davis,frank.davis128@example.com,Finance,Looking for information about your services,Warm
Grace Brown,grace.brown129@example.com,Consulting,"Maybe later, still evaluating options",Warm
Diana Wilson,diana.wilson130@example.com,Healthcare,I'm interested but need more details,Warm
Ivy Davis,ivy.davis131@example.com,Healthcare,Not looking for services currently,Cold
Eve Williams,eve.williams132@example.com,Marketing,I want a demo for enterprise solution,Hot
Jack Johnson,jack.johnson133@example.com,Tech,I'm interested but need more details,Warm
Ivy Jones,ivy.jones134@example.com,Retail,I'm interested but need more details,Warm
Eve Johnson,eve.johnson135@example.com,Consulting,Just browsing your website,Cold
Alice Brown,alice.brown136@example.com,Marketing,Could you send me a brochure?,Warm
Bob Davis,bob.davis137@example.com,Marketing,Not looking for services currently,Cold
Grace Wilson,grace.wilson138@example.com,Marketing,Just browsing your website,Cold
Frank Smith,frank.smith139@example.com,Consulting,Please send me the proposal ASAP,Hot
Charlie Davis,charlie.davis140@example.com,Tech,Looking to hire your services immediately,Hot
Ivy Garcia,ivy.garcia141@example.com,Consulting,Just browsing your website,Cold
Jack Williams,jack.williams142@example.com,Finance,"Maybe later, still evaluating options",Warm
Ivy Williams,ivy.williams143@example.com,Healthcare,I want a demo for enterprise solution,Hot
Charlie Williams,charlie.williams144@example.com,Marketing,I am just curious about your offerings,Cold
Grace Garcia,grace.garcia145@example.com,Education,Not looking for services currently,Cold
Alice Davis,alice.davis146@example.com,Retail,Just browsing your website,Cold
Eve Brown,eve.brown147@example.com,Tech,No immediate plans to buy,Cold
Ivy Brown,ivy.brown148@example.com,Healthcare,Just browsing your website,Cold
Grace Jones,grace.jones149@example.com,Healthcare,I am just curious about your offerings,Cold
Charlie Jones,charlie.jones150@example.com,Consulting,Maybe in the future I will contact you,Cold
Bob Brown,bob.brown151@example.com,Marketing,Schedule a meeting to discuss the order,Hot
Bob Garcia,bob.garcia152@example.com,Retail,I need a quote for our project,Hot
Eve Garcia,eve.garcia153@example.com,Healthcare,No immediate plans to buy,Cold
Frank Wilson,frank.wilson154@example.com,Marketing,I need a quote for our project,Hot
Frank Smith,frank.smith155@example.com,Education,Maybe in the future I will contact you,Cold
Hank Wilson,hank.wilson156@example.com,Finance,"Maybe later, still evaluating options",Warm
Frank Taylor,frank.taylor157@example.com,Tech,Just browsing your website,Cold
Diana Taylor,diana.taylor158@example.com,Marketing,Could you send me a brochure?,Warm
Hank Smith,hank.smith159@example.com,Consulting,Looking for information about your services,Warm
Hank Jones,hank.jones160@example.com,Retail,I am just curious about your offerings,Cold
Bob Smith,bob.smith161@example.com,Tech,Looking for information about your services,Warm
Bob Wilson,bob.wilson162@example.com,Tech,Could you send me a brochure?,Warm
Frank Jones,frank.jones163@example.com,Retail,We are ready to purchase now,Hot
Alice Johnson,alice.johnson164@example.com,Marketing,Not looking for services currently,Cold
Eve Wilson,eve.wilson165@example.com,Education,Not looking for services currently,Cold
Diana Smith,diana.smith166@example.com,Marketing,I want a demo for enterprise solution,Hot
Charlie Taylor,charlie.taylor167@example.com,Marketing,Just browsing your website,Cold
Charlie Johnson,charlie.johnson168@example.com,Education,Maybe in the future I will contact you,Cold
Diana Smith,diana.smith169@example.com,Consulting,Maybe in the future I will contact you,Cold
Frank Williams,frank.williams170@example.com,Healthcare,Looking to hire your services immediately,Hot
Ivy Williams,ivy.williams171@example.com,Finance,Just browsing your website,Cold
Hank Davis,hank.davis172@example.com,Education,Can you share pricing information?,Warm
Bob Wilson,bob.wilson173@example.com,Tech,Please send me the proposal ASAP,Hot
Ivy Wilson,ivy.wilson174@example.com,Tech,Schedule a meeting to discuss the order,Hot
Ivy Williams,ivy.williams175@example.com,Consulting,Schedule a meeting to discuss the order,Hot
Frank Miller,frank.miller176@example.com,Education,Maybe in the future I will contact you,Cold
Frank Smith,frank.smith177@example.com,Finance,Schedule a meeting to discuss the order,Hot
Diana Brown,diana.brown178@example.com,Healthcare,Can you share pricing information?,Warm
Eve Williams,eve.williams179@example.com,Healthcare,I am just curious about your offerings,Cold
Frank Miller,frank.miller180@example.com,Healthcare,I am just curious about your offerings,Cold
Alice Taylor,alice.taylor181@example.com,Retail,Maybe in the future I will contact you,Cold
Hank Wilson,hank.wilson182@example.com,Education,We are ready to purchase now,Hot
Hank Taylor,hank.taylor183@example.com,Finance,Looking for information about your services,Warm
Jack Johnson,jack.johnson184@example.com,Education,Could you send me a brochure?,Warm
Alice Smith,alice.smith185@example.com,Tech,I am just curious about your offerings,Cold
Diana Johnson,diana.johnson186@example.com,Consulting,We are ready to purchase now,Hot
Charlie Smith,charlie.smith187@example.com,Consulting,Maybe in the future I will contact you,Cold
Ivy Williams,ivy.williams188@example.com,Healthcare,Just browsing your website,Cold
Jack Davis,jack.davis189@example.com,Marketing,Can you share pricing information?,Warm
Grace Davis,grace.davis190@example.com,Finance,I am just curious about your offerings,Cold
Bob Johnson,bob.johnson191@example.com,Finance,No immediate plans to buy,Cold
Frank Davis,frank.davis192@example.com,Marketing,No immediate plans to buy,Cold
Ivy Brown,ivy.brown193@example.com,Education,We are ready to purchase now,Hot
Diana Miller,diana.miller194@example.com,Tech,No immediate plans to buy,Cold
Bob Smith,bob.smith195@example.com,Retail,Maybe in the future I will contact you,Cold
Hank Jones,hank.jones196@example.com,Retail,No immediate plans to buy,Cold
Hank Williams,hank.williams197@example.com,Finance,No immediate plans to buy,Cold
Alice Johnson,alice.johnson198@example.com,Finance,I need a quote for our project,Hot
Ivy Jones,ivy.jones199@example.com,Marketing,I want a demo for enterprise solution,Hot
Hank Taylor,hank.taylor200@example.com,Retail,No immediate plans to buy,Cold
Ivy Davis,ivy.davis201@example.com,Retail,I'm interested but need more details,Warm
Charlie Taylor,charlie.taylor202@example.com,Finance,Could you send me a brochure?,Warm
Jack Jones,jack.jones203@example.com,Retail,I am just curious about your offerings,Cold
Diana Smith,diana.smith204@example.com,Marketing,Schedule a meeting to discuss the order,Hot
Eve Davis,eve.davis205@example.com,Healthcare,Just browsing your website,Cold
Charlie Taylor,charlie.taylor206@example.com,Healthcare,No immediate plans to buy,Cold
Eve Smith,eve.smith207@example.com,Consulting,Not looking for services currently,Cold
Charlie Wilson,charlie.wilson208@example.com,Finance,Just browsing your website,Cold
Frank Brown,frank.brown209@example.com,Tech,I am just curious about your offerings,Cold
Hank Miller,hank.miller210@example.com,Retail,I'm interested but need more details,Warm
Alice Williams,alice.williams211@example.com,Retail,Just browsing your website,Cold
Grace Williams,grace.williams212@example.com,Consulting,Could you send me a brochure?,Warm
Eve Garcia,eve.garcia213@example.com,Marketing,I want a demo for enterprise solution,Hot
Ivy Garcia,ivy.garcia214@example.com,Healthcare,No immediate plans to buy,Cold
Frank Williams,frank.williams215@example.com,Marketing,Just browsing your website,Cold
Eve Williams,eve.williams216@example.com,Tech,Looking for information about your services,Warm
Jack Garcia,jack.garcia217@example.com,Healthcare,We are ready to purchase now,Hot
Charlie Miller,charlie.miller218@example.com,Tech,"Maybe later, still evaluating options",Warm
Grace Garcia,grace.garcia219@example.com,Healthcare,Please send me the proposal ASAP,Hot
Charlie Miller,charlie.miller220@example.com,Consulting,No immediate plans to buy,Cold
Frank Miller,frank.miller221@example.com,Consulting,Just browsing your website,Cold
Diana Jones,diana.jones222@example.com,Finance,Can you share pricing information?,Warm
Hank Garcia,hank.garcia223@example.com,Marketing,We are ready to purchase now,Hot
Ivy Smith,ivy.smith224@example.com,Healthcare,No immediate plans to buy,Cold
Diana Johnson,diana.johnson225@example.com,Finance,Could you send me a brochure?,Warm
Alice Wilson,alice.wilson226@example.com,Marketing,Can you share pricing information?,Warm
Charlie Brown,charlie.brown227@example.com,Tech,No immediate plans to buy,Cold
Frank Taylor,frank.taylor228@example.com,Tech,No immediate plans to buy,Cold
Jack Jones,jack.jones229@example.com,Healthcare,I need a quote for our project,Hot
Eve Jones,eve.jones230@example.com,Marketing,Maybe in the future I will contact you,Cold
Alice Taylor,alice.taylor231@example.com,Consulting,No immediate plans to buy,Cold
Charlie Smith,charlie.smith232@example.com,Retail,Maybe in the future I will contact you,Cold
Hank Miller,hank.miller233@example.com,Education,I want a demo for enterprise solution,Hot
Jack Brown,jack.brown234@example.com,Education,Not looking for services currently,Cold
Charlie Miller,charlie.miller235@example.com,Healthcare,No immediate plans to buy,Cold
Hank Garcia,hank.garcia236@example.com,Healthcare,Maybe in the future I will contact you,Cold
Diana Wilson,diana.wilson237@example.com,Tech,Not looking for services currently,Cold
Charlie Brown,charlie.brown238@example.com,Education,Can you share pricing information?,Warm
Frank Davis,frank.davis239@example.com,Marketing,I am just curious about your offerings,Cold
Alice Johnson,alice.johnson240@example.com,Tech,Maybe in the future I will contact you,Cold
Hank Jones,hank.jones241@example.com,Finance,Just browsing your website,Cold
Ivy Garcia,ivy.garcia242@example.com,Education,I need a quote for our project,Hot
Bob Garcia,bob.garcia243@example.com,Retail,Looking to hire your services immediately,Hot
Charlie Garcia,charlie.garcia244@example.com,Tech,I want a demo for enterprise solution,Hot
Bob Brown,bob.brown245@example.com,Tech,Looking to hire your services immediately,Hot
Eve Smith,eve.smith246@example.com,Healthcare,Could you send me a brochure?,Warm
Alice Jones,alice.jones247@example.com,Healthcare,Not looking for services currently,Cold
Alice Davis,alice.davis248@example.com,Education,Could you send me a brochure?,Warm
Jack Jones,jack.jones249@example.com,Education,Maybe in the future I will contact you,Cold
Ivy Wilson,ivy.wilson250@example.com,Retail,Just browsing your website,Cold
Diana Miller,diana.miller251@example.com,Consulting,I need a quote for our project,Hot
Jack Garcia,jack.garcia252@example.com,Marketing,No immediate plans to buy,Cold
Ivy Smith,ivy.smith253@example.com,Healthcare,Just browsing your website,Cold
Charlie Jones,charlie.jones254@example.com,Healthcare,Can you share pricing information?,Warm
Ivy Wilson,ivy.wilson255@example.com,Consulting,Maybe in the future I will contact you,Cold
Ivy Wilson,ivy.wilson256@example.com,Education,Schedule a meeting to discuss the order,Hot
Grace Garcia,grace.garcia257@example.com,Finance,No immediate plans to buy,Cold
Hank Brown,hank.brown258@example.com,Tech,Just browsing your website,Cold
Bob Davis,bob.davis259@example.com,Education,"Maybe later, still evaluating options",Warm
Hank Garcia,hank.garcia260@example.com,Tech,Maybe in the future I will contact you,Cold
Alice Miller,alice.miller261@example.com,Finance,Looking to hire your services immediately,Hot
Eve Miller,eve.miller262@example.com,Consulting,Maybe in the future I will contact you,Cold
Bob Smith,bob.smith263@example.com,Consulting,Looking for information about your services,Warm
Charlie Wilson,charlie.wilson264@example.com,Consulting,No immediate plans to buy,Cold
Hank Wilson,hank.wilson265@example.com,Consulting,I need a quote for our project,Hot
Alice Jones,alice.jones266@example.com,Education,Just browsing your website,Cold
Charlie Smith,charlie.smith267@example.com,Tech,Maybe in the future I will contact you,Cold
Eve Garcia,eve.garcia268@example.com,Education,Schedule a meeting to discuss the order,Hot
Ivy Garcia,ivy.garcia269@example.com,Education,Just browsing your website,Cold
Hank Davis,hank.davis270@example.com,Retail,Looking for information about your services,Warm
Frank Johnson,frank.johnson271@example.com,Healthcare,Just browsing your website,Cold
Alice Miller,alice.miller272@example.com,Tech,Can you share pricing information?,Warm
Eve Smith,eve.smith273@example.com,Healthcare,Maybe in the future I will contact you,Cold
Grace Miller,grace.miller274@example.com,Consulting,Just browsing your website,Cold
Frank Williams,frank.williams275@example.com,Consulting,Looking to hire your services immediately,Hot
Jack Davis,jack.davis276@example.com,Education,I'm interested but need more details,Warm
Grace Miller,grace.miller277@example.com,Tech,Schedule a meeting to discuss the order,Hot
Hank Garcia,hank.garcia278@example.com,Education,Could you send me a brochure?,Warm
Alice Garcia,alice.garcia279@example.com,Tech,Just browsing your website,Cold
Frank Smith,frank.smith280@example.com,Retail,Schedule a meeting to discuss the order,Hot
Diana Williams,diana.williams281@example.com,Education,Just browsing your website,Cold
Ivy Taylor,ivy.taylor282@example.com,Tech,Could you send me a brochure?,Warm
Hank Garcia,hank.garcia283@example.com,Marketing,I want a demo for enterprise solution,Hot
Hank Davis,hank.davis284@example.com,Finance,Maybe in the future I will contact you,Cold
Diana Wilson,diana.wilson285@example.com,Tech,I am just curious about your offerings,Cold
Eve Johnson,eve.johnson286@example.com,Marketing,"Maybe later, still evaluating options",Warm
Diana Davis,diana.davis287@example.com,Finance,"Maybe later, still evaluating options",Warm
Jack Brown,jack.brown288@example.com,Consulting,I need a quote for our project,Hot
Hank Garcia,hank.garcia289@example.com,Marketing,"Maybe later, still evaluating options",Warm
Charlie Garcia,charlie.garcia290@example.com,Finance,I'm interested but need more details,Warm
Grace Garcia,grace.garcia291@example.com,Marketing,I'm interested but need more details,Warm
Frank Smith,frank.smith292@example.com,Consulting,No immediate plans to buy,Cold
Diana Brown,diana.brown293@example.com,Marketing,I am just curious about your offerings,Cold
Bob Brown,bob.brown294@example.com,Education,Not looking for services currently,Cold
Hank Williams,hank.williams295@example.com,Tech,Looking for information about your services,Warm
Frank Smith,frank.smith296@example.com,Retail,Looking for information about your services,Warm
Frank Johnson,frank.johnson297@example.com,Finance,Maybe in the future I will contact you,Cold
Alice Jones,alice.jones298@example.com,Retail,Can you share pricing information?,Warm
Ivy Johnson,ivy.johnson299@example.com,Education,I need a quote for our project,Hot
Charlie Smith,charlie.smith300@example.com,Consulting,Not looking for services currently,Cold
Bob Miller,bob.miller301@example.com,Tech,Can you share pricing information?,Warm
Frank Garcia,frank.garcia302@example.com,Marketing,No immediate plans to buy,Cold
Jack Wilson,jack.wilson303@example.com,Retail,I want a demo for enterprise solution,Hot
Eve Taylor,eve.taylor304@example.com,Retail,Maybe in the future I will contact you,Cold
Jack Taylor,jack.taylor305@example.com,Tech,I'm interested but need more details,Warm
Ivy Johnson,ivy.johnson306@example.com,Healthcare,Just browsing your website,Cold
Charlie Williams,charlie.williams307@example.com,Retail,We are ready to purchase now,Hot
Frank Smith,frank.smith308@example.com,Finance,Can you share pricing information?,Warm
Jack Brown,jack.brown309@example.com,Finance,Can you share pricing information?,Warm
Alice Williams,alice.williams310@example.com,Retail,I am just curious about your offerings,Cold
Eve Wilson,eve.wilson311@example.com,Tech,We are ready to purchase now,Hot
Alice Williams,alice.williams312@example.com,Healthcare,We are ready to purchase now,Hot
Jack Taylor,jack.taylor313@example.com,Tech,Not looking for services currently,Cold
Alice Williams,alice.williams314@example.com,Tech,Can you share pricing information?,Warm
Jack Brown,jack.brown315@example.com,Retail,I want a demo for enterprise solution,Hot
Jack Johnson,jack.johnson316@example.com,Finance,Not looking for services currently,Cold
Alice Garcia,alice.garcia317@example.com,Finance,I am just curious about your offerings,Cold
Eve Miller,eve.miller318@example.com,Healthcare,Could you send me a brochure?,Warm
Eve Brown,eve.brown319@example.com,Tech,Could you send me a brochure?,Warm
Alice Brown,alice.brown320@example.com,Retail,Looking for information about your services,Warm
Alice Smith,alice.smith321@example.com,Education,Please send me the proposal ASAP,Hot
Diana Smith,diana.smith322@example.com,Healthcare,Looking to hire your services immediately,Hot
Frank Johnson,frank.johnson323@example.com,Education,I need a quote for our project,Hot
Diana Miller,diana.miller324@example.com,Tech,Just browsing your website,Cold
Charlie Jones,charlie.jones325@example.com,Tech,Maybe in the future I will contact you,Cold
Frank Brown,frank.brown326@example.com,Healthcare,I need a quote for our project,Hot
Jack Brown,jack.brown327@example.com,Marketing,I'm interested but need more details,Warm
Grace Taylor,grace.taylor328@example.com,Consulting,I need a quote for our project,Hot
Hank Davis,hank.davis329@example.com,Healthcare,Looking for information about your services,Warm
Diana Brown,diana.brown330@example.com,Healthcare,Maybe in the future I will contact you,Cold
Jack Taylor,jack.taylor331@example.com,Education,Not looking for services currently,Cold
Alice Miller,alice.miller332@example.com,Retail,I am just curious about your offerings,Cold
Bob Garcia,bob.garcia333@example.com,Healthcare,Maybe in the future I will contact you,Cold
Charlie Smith,charlie.smith334@example.com,Retail,Just browsing your website,Cold
Grace Miller,grace.miller335@example.com,Tech,Can you share pricing information?,Warm
Hank Smith,hank.smith336@example.com,Retail,Maybe in the future I will contact you,Cold
Grace Miller,grace.miller337@example.com,Marketing,"Maybe later, still evaluating options",Warm
Frank Wilson,frank.wilson338@example.com,Tech,Maybe in the future I will contact you,Cold
Grace Johnson,grace.johnson339@example.com,Tech,Just browsing your website,Cold
Jack Garcia,jack.garcia340@example.com,Healthcare,Just browsing your website,Cold
Charlie Jones,charlie.jones341@example.com,Healthcare,I want a demo for enterprise solution,Hot
Hank Wilson,hank.wilson342@example.com,Healthcare,Maybe in the future I will contact you,Cold
Eve Williams,eve.williams343@example.com,Finance,Schedule a meeting to discuss the order,Hot
Alice Garcia,alice.garcia344@example.com,Tech,I want a demo for enterprise solution,Hot
Alice Smith,alice.smith345@example.com,Healthcare,I need a quote for our project,Hot
Diana Garcia,diana.garcia346@example.com,Tech,Schedule a meeting to discuss the order,Hot
Ivy Wilson,ivy.wilson347@example.com,Retail,Just browsing your website,Cold
Charlie Wilson,charlie.wilson348@example.com,Retail,Could you send me a brochure?,Warm
Frank Jones,frank.jones349@example.com,Retail,Please send me the proposal ASAP,Hot
Hank Taylor,hank.taylor350@example.com,Consulting,Maybe in the future I will contact you,Cold
Eve Wilson,eve.wilson351@example.com,Retail,We are ready to purchase now,Hot
Diana Jones,diana.jones352@example.com,Consulting,No immediate plans to buy,Cold
Bob Williams,bob.williams353@example.com,Finance,Can you share pricing information?,Warm
Frank Davis,frank.davis354@example.com,Consulting,No immediate plans to buy,Cold
Jack Miller,jack.miller355@example.com,Tech,I am just curious about your offerings,Cold
Charlie Garcia,charlie.garcia356@example.com,Retail,No immediate plans to buy,Cold
Eve Garcia,eve.garcia357@example.com,Retail,Schedule a meeting to discuss the order,Hot
Grace Wilson,grace.wilson358@example.com,Healthcare,Could you send me a brochure?,Warm
Frank Davis,frank.davis359@example.com,Education,I'm interested but need more details,Warm
Jack Davis,jack.davis360@example.com,Healthcare,I am just curious about your offerings,Cold
Frank Davis,frank.davis361@example.com,Consulting,I am just curious about your offerings,Cold
Grace Jones,grace.jones362@example.com,Healthcare,No immediate plans to buy,Cold
Grace Miller,grace.miller363@example.com,Finance,Please send me the proposal ASAP,Hot
Hank Williams,hank.williams364@example.com,Marketing,Not looking for services currently,Cold
Jack Garcia,jack.garcia365@example.com,Finance,Please send me the proposal ASAP,Hot
Jack Johnson,jack.johnson366@example.com,Tech,Schedule a meeting to discuss the order,Hot
Alice Garcia,alice.garcia367@example.com,Finance,Just browsing your website,Cold
Ivy Miller,ivy.miller368@example.com,Marketing,Looking to hire your services immediately,Hot
Alice Garcia,alice.garcia369@example.com,Education,Just browsing your website,Cold
Eve Jones,eve.jones370@example.com,Marketing,Maybe in the future I will contact you,Cold
